source_ID,source_text,target_ID,target_text,relation,source_type,target_type,file_name,type_pair
NA_26,company acquire share;  to merge it;  to merge purpose,NA_105,company establish assessment;  to help business,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_109, refer judgment;  to classify measure; commission must identify regime; commission demonstrate ; measure differentiate undertaking;  pursue regime; which find themselves; which find situation,C28,court state ; clause be word form;  govern forfeiture; clause apply situation,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
C21,use can not enable rule;  to escape scrutiny;  to escape outset; company cerne aid;  provide treaty;  resort technique;  to define framework;  assess dition;  relate selectivity; form prevail effect,NA_26,company acquire share;  to merge it;  to merge purpose,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_56,,NA_33,ice be replace ice;  relate tax; which do take account; which do take clause,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_47,hbh claim ; court should set point; court should set appeal;  annul point;  annul appeal;  refer case; commission to pay t,NA_28, issue office,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_3,,NA_120,appeal have be bring intervener; appeal have be bring instance; he may be order ;  to pay t;  to pay proceeding; he participate part,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_113,court quash decision; it may give judgment; it may give matter; state permit ,C9quinquies,it must distort ; it threaten ;  to distort judgment,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_79,court infringe tfeu; court infringe review,NA_109, refer judgment;  to classify measure; commission must identify regime; commission demonstrate ; measure differentiate undertaking;  pursue regime; which find themselves; which find situation,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_98, put hbh;  regard definition;  be support law;  submit court,NA_57,court base number; court base law,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
C12, regard measure; company fer advantage; it must be recall ; number involve transfer; which place recipient; which place position;  procure advantage;  procure recipient; company stitute aid; company stitute meaning,C2,commission object admissibility; commission object ground;  cerne question; it be do number stitute; assessment be do number stitute; sense have be distort ,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
NA_4,commission ask court;  to set judgment;  to set appeal; court dismiss plea; it have raise action; court to dismiss action; court to dismiss instance,C23,it follow law;  establish selectivity; it to derogate system; it follow ; category be distinguish ; category treat ;  ere derogation; which be ere regime;  pursue system; company see judgment; company see effect,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
A12,it can be not infer ; commission claim ;  declare scheme;  grant scheme,A14, accord judgment; applicant be cerne decision;  address person; decision affect they; decision affect reason; they be differentiate person;  see judgment;  see field,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
NA_39,it send list;  cerne application; company have be annul ; which include hbh,C23,it follow law;  establish selectivity; it to derogate system; it follow ; category be distinguish ; category treat ;  ere derogation; which be ere regime;  pursue system; company see judgment; company see effect,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_84,court be allege ;  to have infringe tfeu;  reject justification,NA_17,law insert subparagraph; law insert paragraph,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_19,measure come force; measure come july;  govern forfeiture,C9quater,it fer advantage,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_10,paragraph be repeal effect; paragraph be repeal january; paragraph be repeal act,NA_7,rule apply undertaking,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
B6,it clude paragraph; hbh may be regard company;  cerne decision; it belong sector; it must be see ; who be identify ,NA_29,hbh receive number; hbh receive office;  relate tax;  relate year; which take account; which take loss,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_11,law insert paragraph; law insert rule; law insert kstg;  govern forfeiture; which limit ; which exclude possibility;  carry loss; 25 be acquire acquisition,C37,commission do number;  assess selectivity; framework be make ;  govern forfeiture; court analyse submission;  make hbh;  to show lack;  to show hand,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
C9bis,,C9ter, to affect trade,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
A14, accord judgment; applicant be cerne decision;  address person; decision affect they; decision affect reason; they be differentiate person;  see judgment;  see field,NA_29,hbh receive number; hbh receive office;  relate tax;  relate year; which take account; which take loss,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_109, refer judgment;  to classify measure; commission must identify regime; commission demonstrate ; measure differentiate undertaking;  pursue regime; which find themselves; which find situation,NA_104,judgment do support position,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
C5,which have be give court; which have be give light; company stitute question; it fall jurisdiction;  see judgment;  see effect,NA_85,it hold ;  to promote restructuring; company clude ,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
C4,which stitute finding; company stitute finding; court have jurisdiction; law be distort ;  see judgment;  see effect,NA_104,judgment do support position,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
A14, accord judgment; applicant be cerne decision;  address person; decision affect they; decision affect reason; they be differentiate person;  see judgment;  see field,C31, submit hbh; reasoning lead court;  to classify rule;  to classify framework;  govern forfeiture;  exclude rule;  exclude framework,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
C30,court hold ;  e existence; it determine ;  to assess selectivity; framework be stitute rule;  govern forfeiture,C9quinquies,it must distort ; it threaten ;  to distort judgment,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
NA_101, relate lack; argument stem misreading,NA_36, to carry loss;  exist december,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_36, to carry loss;  exist december,B6,it clude paragraph; hbh may be regard company;  cerne decision; it belong sector; it must be see ; who be identify ,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_67,hbh submit ,NA_24,state be require ;  to provide commission;  to provide list,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_80,it err law;  require restructuring,NA_36, to carry loss;  exist december,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
C30,court hold ;  e existence; it determine ;  to assess selectivity; framework be stitute rule;  govern forfeiture,NA_81, pursue provision;  relate taxation;  generate revenue; objective do suffice ;  to give rise;  to give parability,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_44,hbh rely plea; it be justify nature,A15,applicant may fall ;  grant scheme;  declare incompatible;  declare decision; applicant be cerne decision; it be establish ; applicant be affect it; applicant be affect reason; which differentiate it; which differentiate person,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_100,,NA_67,hbh submit ,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_31,ministry order authority;  apply measure,NA_83,paragraph flict law;  accord which;  assess nature; it apply ; application require undertaking;  to change activity,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
B4,company siste hand; company siste fact;  to carry loss;  stipulate clause; hbh make profit; it claim ;  to have deduct loss;  carry clause,C28,court state ; clause be word form;  govern forfeiture; clause apply situation,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
NA_74, govern forfeiture;  provide paragraph; it accept purpose;  stitute regime;  assess dition;  relate selectivity,NA_92,it follow ; court identify law,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_108,republic submit ; court err law;  determine framework,A19, have be state paragraph;  to establish decision;  cerne meaning; applicant be affect decision; applicant be affect reason; which differentiate it; which differentiate person; court recall paragraph,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
C19bis,rule fall outset; rule fall scope; rule fall account; they be adopt technique;  bin rule; they produce effect; they produce law,NA_36, to carry loss;  exist december,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_69,hbh rely ground;  allege infringement; second allege infringement,NA_21,commission find ; clause create exception;  establish paragraph; which provide forfeiture;  use panie; ownership have change ; that meet requirement; which be justify nature;  to tackle problem,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_22,commission find ;  grant scheme,NA_53,cross relate admissibility; cross relate question; - relate admissibility; - relate question; appeal relate admissibility; appeal relate question; which must be resolve ;  turn merit;  raise appeal;  to examine it,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
A11, argue commission; it follow law; court acknowledge ;  grant scheme; recipient be cerne decision;  order recovery; it preclude applicant,NA_55, refer judgment; commission submit ; applicant be cerne decision; criterion lie ;  grant scheme,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_83,paragraph flict law;  accord which;  assess nature; it apply ; application require undertaking;  to change activity,A11, argue commission; it follow law; court acknowledge ;  grant scheme; recipient be cerne decision;  order recovery; it preclude applicant,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_26,company acquire share;  to merge it;  to merge purpose,NA_41, lodge registry;  lodge september; commission raise objection; commission raise article; republic apply leave;  to intervene support;  seek hbh,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
A4,commission submit essence; court err law;  assess dition;  assess light,C28,court state ; clause be word form;  govern forfeiture; clause apply situation,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
C5,which have be give court; which have be give light; company stitute question; it fall jurisdiction;  see judgment;  see effect,NA_39,it send list;  cerne application; company have be annul ; which include hbh,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_76, classify exception;  classify framework; court err law; court distort evidence;  submit it,NA_115, set paragraph; it seek ; commission err determination;  assess selectivity; it define it;  be make rule;  govern forfeiture,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_104,judgment do support position,A12,it can be not infer ; commission claim ;  declare scheme;  grant scheme,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_25,,B6,it clude paragraph; hbh may be regard company;  cerne decision; it belong sector; it must be see ; who be identify ,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_119,decision having be annul ; hbh having apply ; commission to be order ;  to pay t; commission must be order ;  to pay t;  to pay addition;  incur hbh;  relate proceeding,NA_10,paragraph be repeal effect; paragraph be repeal january; paragraph be repeal act,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_95,court err law; court err judgment,B2,court state ; it be find ; hbh have right;  certify authority; circumstance set it; circumstance set operator;  cerne beneficiary;  refer respect;  refer paragraph,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_33,ice be replace ice;  relate tax; which do take account; which do take clause,NA_49,commission claim ; court should dismiss appeal; court order hbh;  to pay t,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_40, lodge registry;  lodge june; hbh bring action,NA_33,ice be replace ice;  relate tax; which do take account; which do take clause,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
B2,court state ; it be find ; hbh have right;  certify authority; circumstance set it; circumstance set operator;  cerne beneficiary;  refer respect;  refer paragraph,C22, e essence;  e general;  e point;  determine framework,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
NA_18,entity may carry loss; entity may carry event; entity may carry meaning; acquisition serve purpose;  restructure entity; structure be preserve ; which entail safeguarding; pany do change sector; pany do change year;  follow acquisition; pany have cease operation; pany have cease time,NA_58,which lead clusion; which give rise; which give judgment; court rely paragraph,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_81, pursue provision;  relate taxation;  generate revenue; objective do suffice ;  to give rise;  to give parability,NA_71,hbh submit ; court infringe tfeu; company firm position;  govern forfeiture; rule stitute framework; rule stitute case; it establish framework,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_30,commission inform republic; commission inform decision;  to initiate procedure;  to initiate respect;  provide tfeu,A19, have be state paragraph;  to establish decision;  cerne meaning; applicant be affect decision; applicant be affect reason; which differentiate it; which differentiate person; court recall paragraph,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
C6,it must be state ;  dispute tent;  find court; which give ; court give ;  govern forfeiture,C36,it follow all;  to examine part;  to support it,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
C35,argument can be not base judgment; court do rule ; what should stitute framework; what should stitute case,C20,it flict law; tfeu do distinguish measure; tfeu do distinguish reference; tfeu define they; tfeu define relation; tfeu define technique;  see judgment;  see effect,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
C27,it point paragraph;  to make use;  to make text;  govern forfeiture; rule restrict use; rule restrict event; rule withdraw it; rule withdraw event; rule apply case;  draw distinction;  draw basis,NA_39,it send list;  cerne application; company have be annul ; which include hbh,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_28, issue office,NA_112,company record tent; company give characterisation,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
C9bis,,NA_78,court flate stage;  relate selectivity; court apply law,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_109, refer judgment;  to classify measure; commission must identify regime; commission demonstrate ; measure differentiate undertaking;  pursue regime; which find themselves; which find situation,B4,company siste hand; company siste fact;  to carry loss;  stipulate clause; hbh make profit; it claim ;  to have deduct loss;  carry clause,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_78,court flate stage;  relate selectivity; court apply law,NA_35,it receive ice;  relate tax,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_35,it receive ice;  relate tax,B6,it clude paragraph; hbh may be regard company;  cerne decision; it belong sector; it must be see ; who be identify ,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_98, put hbh;  regard definition;  be support law;  submit court,NA_80,it err law;  require restructuring,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_68,it distinguish they; it distinguish way; person address judgment,C8, to call characterisation;  to call question,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_76, classify exception;  classify framework; court err law; court distort evidence;  submit it,NA_38,republic send list; which have benefit measure,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
C14, to classify measure; commission must begin ;  identify system; commission demonstrate ; it differentiate operator;  pursue system;  see effect,C39,court must uphold appeal; court set point; court set appeal;  to examine part,no-relation,prem,conc,A2018_Dirk Andres v European Commission.xml,prem-conc
C28,court state ; clause be word form;  govern forfeiture; clause apply situation,NA_58,which lead clusion; which give rise; which give judgment; court rely paragraph,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
C26,commission establish rule;  govern forfeiture; there be distinction; hbh refer rule; which apply taxation,NA_25,,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_96,which be submit it; which be submit company; argument cerne classification; number be regard expansion;  raise it,NA_87,hbh submit ; it raise question,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_37,office annul information,NA_29,hbh receive number; hbh receive office;  relate tax;  relate year; which take account; which take loss,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_82,,NA_78,court flate stage;  relate selectivity; court apply law,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_37,office annul information,C28,court state ; clause be word form;  govern forfeiture; clause apply situation,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_120,appeal have be bring intervener; appeal have be bring instance; he may be order ;  to pay t;  to pay proceeding; he participate part,NA_34,hbh receive ice;  relate tax; which disregard clause,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_113,court quash decision; it may give judgment; it may give matter; state permit ,NA_22,commission find ;  grant scheme,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
A13, e essence;  e general;  e point;  cite paragraph;  cite text;  assess cern;  assess meaning;  stem judgment,NA_54,commission submit ; court err law; court err interpretation; court err meaning,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_90,part relate determination,NA_38,republic send list; which have benefit measure,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
A14, accord judgment; applicant be cerne decision;  address person; decision affect they; decision affect reason; they be differentiate person;  see judgment;  see field,NA_83,paragraph flict law;  accord which;  assess nature; it apply ; application require undertaking;  to change activity,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_42,application be grant order,NA_21,commission find ; clause create exception;  establish paragraph; which provide forfeiture;  use panie; ownership have change ; that meet requirement; which be justify nature;  to tackle problem,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_85,it hold ;  to promote restructuring; company clude ,NA_9, to prevent transaction; legislature insert paragraph; legislature insert kstg; which restrict possibility;  carry loss;  carry panie; which incur loss,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
C33, exclude rule;  exclude framework;  exclude case; court define it,NA_40, lodge registry;  lodge june; hbh bring action,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_36, to carry loss;  exist december,C23,it follow law;  establish selectivity; it to derogate system; it follow ; category be distinguish ; category treat ;  ere derogation; which be ere regime;  pursue system; company see judgment; company see effect,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_37,office annul information,NA_4,commission ask court;  to set judgment;  to set appeal; court dismiss plea; it have raise action; court to dismiss action; court to dismiss instance,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_73,,NA_64,right can be afford ;  accord law; benefit be exclude principle;  regard aid;  grant breach;  lay tfeu,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
C30,court hold ;  e existence; it determine ;  to assess selectivity; framework be stitute rule;  govern forfeiture,C9ter, to affect trade,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
NA_33,ice be replace ice;  relate tax; which do take account; which do take clause,NA_58,which lead clusion; which give rise; which give judgment; court rely paragraph,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_79,court infringe tfeu; court infringe review,B8,part be base misreading; they must be reject ; cross must be dismiss entirety; - must be dismiss entirety; appeal must be dismiss entirety,no-relation,na,conc,A2018_Dirk Andres v European Commission.xml,na-conc
A18,court do err law; court do err paragraph;  reject argument;  grant ld; advantage establish basis,NA_8, carry loss; possibility lead acquisition; which have cease ; which be carry ,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_100,,C9bis,,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_28, issue office,A17,it follow ;  err law; court rely judgment;  refer paragraph; they sist ;  apply criterion;  lay judgment;  take form;  grant scheme;  declare incompatible; number do appear relevant,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_126,,NA_65,commission submit ;  acquire law; it err law;  derive right;  acquire law;  exclude benefit;  exclude case;  grant breach;  derive right,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
A11, argue commission; it follow law; court acknowledge ;  grant scheme; recipient be cerne decision;  order recovery; it preclude applicant,A19, have be state paragraph;  to establish decision;  cerne meaning; applicant be affect decision; applicant be affect reason; which differentiate it; which differentiate person; court recall paragraph,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
C17,determination depend definition; determination depend light;  favour measure,NA_126,,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
NA_113,court quash decision; it may give judgment; it may give matter; state permit ,C9,it should be recall ;  accord law; classification require ; dition to be fulfil ,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_84,court be allege ;  to have infringe tfeu;  reject justification,NA_66,point should be set ; application should be dismiss ,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
NA_126,,NA_28, issue office,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
C38, refer paragraph; selectivity should be assess ; error vitiate whole;  relate selectivity,NA_109, refer judgment;  to classify measure; commission must identify regime; commission demonstrate ; measure differentiate undertaking;  pursue regime; which find themselves; which find situation,no-relation,prem,na,A2018_Dirk Andres v European Commission.xml,prem-na
A6, determine number; measure apply mean; possibility imply ; it must be regard ; measure be apply ;  define judgment,B5,company clude paragraph; hbh would have make saving; authority have discretion,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
C9quater,it fer advantage,C4,which stitute finding; company stitute finding; court have jurisdiction; law be distort ;  see judgment;  see effect,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
NA_54,commission submit ; court err law; court err interpretation; court err meaning,C33, exclude rule;  exclude framework;  exclude case; court define it,no-relation,na,prem,A2018_Dirk Andres v European Commission.xml,na-prem
NA_111,approach be base technique;  to call it;  to call question; court err law,NA_37,office annul information,no-relation,na,na,A2018_Dirk Andres v European Commission.xml,na-na
C31, submit hbh; reasoning lead court;  to classify rule;  to classify framework;  govern forfeiture;  exclude rule;  exclude framework,C9quinquies,it must distort ; it threaten ;  to distort judgment,no-relation,prem,prem,A2018_Dirk Andres v European Commission.xml,prem-prem
B34,it do number ;  examine effect,NA_72,,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
A9,commission submit ; republic argue application; republic argue instance; commission have infringe article;  classify staggering;  classify decision;  classify aid;  require state;  to recover aid,NA_30,commission state ; deferral give rise; deferral give infringement;  lay decision; infringement transform system; infringement transform aid;  establish authority; it relate producer; who have benefit deferral; patibility have number be establish ,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
NA_5,article provide ; aid mean aid;  include alteration,NA_21,company bin provision;  provide essence;  bear republic; amount would be repay it; amount would be repay producer; amount would be repay interest; amount would be repay form;  defer number;  exceed year,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
B32,it affect dition,NA_65,it follow paragraph;  relate merit; plaint must be reject ,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
A4, cerne infringement; company be formulate ;  cerne infringement;  to state reason,NA_60,,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
B26,republic maintain ; aid have be grant ;  rely failure;  to satisfy dition,NA_49,commission claim ;  make finding; court do take balance; court do take account,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
NA_50, to company part;  mence examination,NA_16,authority adopt legge,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_37,company tend ; court should dismiss appeal; court order commission;  to pay t,B2,it must be observe ; court rely procedure; court rely procedure; state have ply decision; which declare ;  relate aid;  lay chapter,no-relation,na,prem,A2017_European Commission v Italian Republic_DT.xml,na-prem
A7,republic argue ;  to take view; decision may be extend aid; decision may be extend result; measure be regard aid; number ifie commission,B5,it add ; company cerne ;  submit procedure;  influence assessment; commission must justify ; argument appear it,no-relation,prem,prem,A2017_European Commission v Italian Republic_DT.xml,prem-prem
NA_43,it submit ;  define scope;  raise it; court reclassify ground,NA_68, to pay t; they have be apply pleading,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
B3,court state paragraph;  attribute company; infringement siste granting;  to be classify aid; commission be entitle ;  to use procedure;  to examine measure; it decide ;  to do case; court have ;  to ply text; dition enable it;  to classify number;  to classify deferral;  take isolation,B1,commission challenge interpretation; commission challenge meaning; reasoning be base ,no-relation,prem,prem,A2017_European Commission v Italian Republic_DT.xml,prem-prem
B9,court must ascertain ; commission claim ; reasoning be vitiate error,B20,aid be define aid;  include alteration,no-relation,prem,prem,A2017_European Commission v Italian Republic_DT.xml,prem-prem
NA_56,republic argue ; aid may be reclassify aid; alteration have affect substance; that would lead nature;  review aid; which would take characteristic,NA_2, dismiss action,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_13,,NA_46,republic allege ; ground must be reject ,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
A7,republic argue ;  to take view; decision may be extend aid; decision may be extend result; measure be regard aid; number ifie commission,NA_15,it require producer;  to repay debt;  to repay instalment;  to do number;  exceed year;  start january,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
B39,ground should be uphold ; paragraph should be set ;  to examine part,NA_1, rectify order;  grant republic;  grant producer;  link reimbursement;  adopt council;  ensure patibility;  bring september;  represent bucci;  act agent;  represent palmieri;  act agent;  assist fiorentino;  pose danwitz;  have regard;  hear opinion;  hear sitting;  hear january;  give judgment; commission seek ;  to have set judgment; court annul decision;  grant deferral;  grant italy,no-relation,conc,na,A2017_European Commission v Italian Republic_DT.xml,conc-na
A9,commission submit ; republic argue application; republic argue instance; commission have infringe article;  classify staggering;  classify decision;  classify aid;  require state;  to recover aid,NA_58, make company; alteration stitute aid; company adopt decision;  prohibit implementation;  introduce aid; measure have be implement ; company order recovery;  restore dition; aid have be authorise ,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
NA_72,,B15,it follow decision;  lay article,no-relation,na,prem,A2017_European Commission v Italian Republic_DT.xml,na-prem
NA_1, rectify order;  grant republic;  grant producer;  link reimbursement;  adopt council;  ensure patibility;  bring september;  represent bucci;  act agent;  represent palmieri;  act agent;  assist fiorentino;  pose danwitz;  have regard;  hear opinion;  hear sitting;  hear january;  give judgment; commission seek ;  to have set judgment; court annul decision;  grant deferral;  grant italy,A5,republic claim ;  result deferral;  lay tfeu;  lay event; withdrawal should lead withdrawal;  grant system,no-relation,na,prem,A2017_European Commission v Italian Republic_DT.xml,na-prem
A6,it claim regard; there be evidence; who benefit measure; beneficiary be require ;  to repay number;  respond measure;  receive part,NA_57,republic add ; commission have option;  use procedure;  review aid,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
NA_25,latter insert article; latter insert number; which provide ;  to address crisis;  affect sector;  refer plan;  lay number; limit have be extend deferral; limit have be extend june,NA_47, cerne definition; ground prise part,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_38,commission raise ground,NA_70,action have be dismiss entirety; it must be order ;  to bear t;  to pay those;  incur commission;  incur proceeding;  incur instance,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_52,it challenge assessment; company stitute scheme; system having be grant authorisation; system having be alter breach;  must be regard scheme;  must be regard ground; commission do establish ; alteration affect substance,NA_43,it submit ;  define scope;  raise it; court reclassify ground,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_42, prohibit court;  raise plea;  raise motion;  relate legality; commission claim ; court rule ; court infringe principle; rt must rule issue;  submit it;  raise plea;  raise motion;  relate legality,NA_63,court quash decision; it may give judgment; state permit ,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_30,commission state ; deferral give rise; deferral give infringement;  lay decision; infringement transform system; infringement transform aid;  establish authority; it relate producer; who have benefit deferral; patibility have number be establish ,NA_1, rectify order;  grant republic;  grant producer;  link reimbursement;  adopt council;  ensure patibility;  bring september;  represent bucci;  act agent;  represent palmieri;  act agent;  assist fiorentino;  pose danwitz;  have regard;  hear opinion;  hear sitting;  hear january;  give judgment; commission seek ;  to have set judgment; court annul decision;  grant deferral;  grant italy,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
A3,it must be observe ;  raise republic;  raise court; company cern infringement; which define cept,B31,alteration stitute measure; company stitute measure; which should be assess ; which would number ;  to influence assessment; commission make ,no-relation,prem,prem,A2017_European Commission v Italian Republic_DT.xml,prem-prem
NA_68, to pay t; they have be apply pleading,NA_17, reform rule,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_38,commission raise ground,NA_56,republic argue ; aid may be reclassify aid; alteration have affect substance; that would lead nature;  review aid; which would take characteristic,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_9,increase shall be sidere ; court summarise background; court summarise paragraph;  to enable producer;  to pay levy;  exceed quota;  allocate republic;  allocate period; republic seek authorisation;  to establish scheme,NA_65,it follow paragraph;  relate merit; plaint must be reject ,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
